"Source","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","ID"
"Tsunami (XV) Follow-Up","Tsunami (XV)","SUM","Single enemy","Magical","15.40","Water, Holy, NE","0.01","Ten single attacks (1.54 each)","N","Lowest HP% enemy","0","Summoning","30543260"
"Precise Guard Mode","Timely Counter","PHY","Single enemy","Physical","1.92","Earth, NE","0.01","Six single attacks (0.32 each)","Y","Lowest HP% enemy","0","Knight","30544464"
"Dark Phantom Mode","Destruction","NAT","Single enemy","","","","0.01","Causes [Imperil Dark 10% (15s)] and [Imperil Fire 10% (15s)], grants [Buff Fire 10% (15s)] and [Buff Dark 10% (15s)] to the user","N","Lowest HP% enemy","0","Darkness","31540160"
"Airborne Division Mode","General's Spear","PHY","Single enemy","Physical","5.28","Lightning, Dark, NE","0.01","One single ranged attack (5.28) capped at 99999, 100% hit rate, grants [Damage Cap +20000 3] and [100% Critical 3] to the user, removes [Airborne Division Mode] from the user","Y","Lowest HP% enemy","0","Dragoon","31540699"
"Dual Awoken Shadow King Mode II (Ardyn)","Dual Unholy Power","PHY","Single enemy","Physical","2.81","Dark, Fire, NE","0.01","One single attack (2.81) capped at 99999, 100% hit rate, damages the user for 99% current HP","Y","Lowest HP% enemy","0","Darkness","31542128"
"Chain Force Mode (Ardyn)","Kindred Guidance: Ardyn","PHY","Single enemy","Physical","1.28","Dark, Fire, NE","0.01","Four single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Darkness","31542126"
"Dual Awoken Water God Mode I (Lunafreya)","Dual Water God's Wrath","SUM","Single enemy","Magical","8.16","Water, Holy, NE","0.01","Three single attacks (2.72 each), causes [Imperil Water 10% (5s)]","N","Lowest HP% enemy","0","Summoning","31542123"
"Dual Awoken Water God Mode II (Lunafreya)","Dual Healing Shrine Maiden","WHT","All allies","","","","0.01","Restores HP (85), grants [Quick Cast 1]","N","All allies","0","White Magic","31542124"
"Chain Force Mode (Noctis)","Earth Guidance: Noctis","PHY","Single enemy","Physical","2.05","Earth, NE","0.01","One single attack (1.95/2.05) capped at 99999, grants [Earth Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Combat","31542117"
"Grand Crush Follow-Up","Grand Crush","PHY","Single enemy","Physical","1.76","Earth, NE","0.01","One single attack (1.76) capped at 99999, 100% hit rate","Y","Lowest HP% enemy","0","Combat","31542119"
"Awoken Decorous Mode","Healing Melody","WHT","All allies","","","","0.01","Restores HP (10/15/25/35/45) at rank 1/2/3/4/5 of the triggering ability","N","All allies","0","White Magic","31542501"
"Smart Archer Mode","Tri-Shot Follow-Up","PHY","Single enemy","Physical","3.42","Fire, Ice, Water, NE","0.01","One single ranged attack (3.42) capped at 99999, 100% hit rate","Y","Lowest HP% enemy","0","Sharpshooter","31542503"
"Zenith Mode: Noctis (Lightning/Lightning)","Spirit Attack: Noctis (Lightning)","PHY","Single enemy","Physical","4.80","Lightning, NE","0.01","Six single attacks (0.8 each), 0.9 if exploiting Lightning weakness","Y","Lowest HP% enemy","0","Combat","31542504"
"Zenith Mode: Aranea (Lightning)","Spirit Attack: Aranea","PHY","Single enemy","Physical","3.36","Lightning, Dark, NE","0.01","One single ranged jump attack (3.36) capped at 99999, grants [Quick Cast 3] to self/[Weakness +30% Boost 3] to party is 0-3/4+ XV allies are alive","Y","Lowest HP% enemy","0","Dragoon","31542505"
"Dual Awoken Samurai Mode II (Cor)","Dual Lion Flash","PHY","Single enemy","Physical","2.64","Fire, NE","0.01","One single attack (2.64) capped at 99999, causes [Imperil Prismatic 10% (15s)]/[Imperil Prismatic 30% (15s)] if 0-3/4+ XV allies are alive","Y","Lowest HP% enemy","0","Samurai","31542508"
"Chain Force Mode (Aranea)","Kindred Guidance: Aranea","PHY","Single enemy","Physical","1.95","Lightning, NE","0.01","One single ranged jump attack (1.95/2.05) capped at 99999, grants [Lightning Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Dragoon","31542512"
"Chain Force Mode (Cor)","Kindred Guidance: Cor","PHY","Single enemy","Physical","1.28","Fire, NE","0.01","Four single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Samurai","31542514"
"Seeker of Truth","Knight's Lightblade","PHY","Single enemy","Physical","1.56","Holy, NE","0.01","Four single attacks (0.39 each), 100% hit rate","Y","Lowest HP% enemy","0","Support","30545011"
"Divine Purge Follow-Up","Divine Purge","NAT","Single enemy","","","","0.01","Causes [Imperil Holy 10%] for 15 seconds","Y","Lowest HP% enemy","0","Knight","30548241"
"Hero-King Blade Follow-Up","Hero-King Blade","PHY","Single enemy","Physical","1.84","Holy, Fire, Light., Ice, NE","0.01","Four single attacks (0.46 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","30547081"
"EX: Princess of Destiny","Holy Vengeance","WHT","Single enemy","Magical","9.00","Holy, NE","0.01","Six single attacks (1.50 each)","Y","Lowest HP% enemy","0","White Magic","30542150"
"Everlasting Darkness Follow-Up","Everlasting Darkness","PHY","Single enemy","Physical","1.82","Dark, NE","0.01","Two single attacks (0.91 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","0","Darkness","30512124"
"Incandescent Sear Follow-Up","Incandescent Sear","NAT","Single enemy","","","","0.01","Causes [Imperil Holy 10%] for 15 seconds","Y","Lowest HP% enemy","0","Knight","30548441"
"Denial of Fate Follow-Up","Denial of Fate","NAT","Self","","","","0.01","Grants [Soul Break Gauge +250] and [Instant Cast 1], removes [Denial of Fate Follow-Up]","N","Self","0","Special","30545084"
"Drain Blade Follow-Up","Drain Blade 1","PHY","Single enemy","Physical","3.04","Dark, NE","0.01","Four single attacks (0.76 each), causes [ATK and MAG -50% (8s)], grants [ATK and MAG +50% (8s)] and [Physical High Quick Cast 2] to the user, 100% hit rate","Y","Lowest HP% enemy","0","Darkness","30544383"
"Drain Blade Follow-Up","Drain Blade 2","PHY","Single enemy","Physical","3.04","Dark, NE","0.01","Four single attacks (0.76 each), heals the user for 20% of the damage dealt, grants [Physical Quick Cast 2] to the user, 100% hit rate","Y","Lowest HP% enemy","0","Darkness","30544383"
"Drain Blade Follow-Up","Drain Blade 3","PHY","Single enemy","Physical","3.04","Dark, NE","0.01","Four single attacks (0.76 each), heals the user for 20% of the damage dealt","Y","Lowest HP% enemy","0","Darkness","30544383"
"Unyielding Flurry Follow-Up","Unyielding Flurry","PHY","Single enemy","Physical","8.90","Holy, Fire, Lightning, Ice, NE","0.01","Two single attacks (4.45 each), ignores DEF","Y","Lowest HP% enemy","0","Spellblade","31540430"
"Ferocious Blade Follow-Up","Ferocious Blade","PHY","Single enemy","Physical","1.95","Earth, Holy, NE","0.01","Five single attacks (0.39 each), causes [Debuff Lightning 10% (15s)], [Debuff Dark 10% (15s)], [Imperil Earth 10% (15s)] and [Imperil Holy 10% (15s)] every two uses","Y","Lowest HP% enemy","0","Knight","31540806"
"Awoken Clanmate","Trailing Combo","BLK","Single enemy","Magical","","","0.01","One single attack that deals 10000/20000/30000/40000/50000 damage at rank 1/2/3/4/5 of the triggering ability, grants [Quick Cast 1] to all allies","Y","Lowest HP% enemy","0","Black Magic","31540811"
"Ace Follow-Up","Ace Follow-Up","BLK","Single enemy","Magical","-","Fire, NE","0.01","Randomly deals one (74%), two (25%) or thirteen (1%) single attacks (0.55 each)","Y","Lowest HP% enemy","0","Black Magic","30511645"
"Top Card","Force (Type-0)","BLK","Single enemy","Magical","4.08","Fire, NE","0.01","Two single attacks (2.04 each), grants [High Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Black Magic","30541510"
"Top Card","Charge (Type-0)","BLK","Single enemy","Magical","4.08","Fire, NE","0.01","Two single attacks (2.04 each), restores 1500 HP to all allies in the character's row","Y","Lowest HP% enemy","0","Black Magic","30541511"
"Top Card","Burst (Type-0)","BLK","Single enemy","Magical","16.32","Fire, NE","0.01","Eight single attacks (2.04 each)","Y","Lowest HP% enemy","0","Black Magic","30541514"
"Cure Melody Follow-Up","Cure Melody","WHT","All allies","","2.00","Holy","0.01","Restores HP (25) to all allies","Y","All allies","0","White Magic","30542410"
"Wild Lance Follow-Up","Wild Lance","PHY","Single enemy","Physical","1.20","Wind, NE","0.01","One single ranged attack (1.20), 35% chance to cause [Imperil Wind 10%] for 15 seconds","Y","Lowest HP% enemy","0","Dragoon","30548014"
"Assault Mode","Rush Blade","PHY","Single enemy","Physical","-","Earth, Dark, NE","0.01","Randomly deals four (30%), five (40%) or six (30%) single attacks (0.40 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","30544023"
"Shard Smasher Follow-Up","Shard Smasher","PHY","Single enemy","Physical","1.80","Ice, NE","0.01","Four single attacks (0.45 each), 100% hit rate","Y","Lowest HP% enemy","0","Monk","30548227"
"Debuff Shot Follow-Up","Fire Debuff Shot","NAT","Single enemy","","","","0.01","Causes [Imperil Fire 10%] for 15 seconds","Y","Lowest HP% enemy","0","Machinist","30549152"
"Debuff Shot Follow-Up","Ice Debuff Shot","NAT","Single enemy","","","","0.01","Causes [Imperil Ice 10%] for 15 seconds","Y","Lowest HP% enemy","0","Machinist","30549153"
"Debuff Shot Follow-Up","Lightning Debuff Shot","NAT","Single enemy","","","","0.01","Causes [Imperil Lightning 10%] for 15 seconds","Y","Lowest HP% enemy","0","Machinist","30549154"
"Concentrate (Type-0) Follow-Up","Concentrate (Type-0)","NAT","Self","","","","0.01","Grants [Critical Damage +50% 1] and [Instant Cast 1]","N","Self","0","Special","30549178"
"Blind Stud Follow-Up","Blind Stud (BLK)","BLK","Single enemy","Magical","4.08","Fire, NE","0.01","Two single attacks (2.04 each), grants [Magical Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Black Magic","30541811"
"Blind Stud Follow-Up","Blind Stud (SUM)","BLK","Single enemy","Magical","4.08","Fire, NE","0.01","Two single attacks (2.04 each), grants [Buff Fire 10% (15s)] to the user","Y","Lowest HP% enemy","0","Black Magic","30541812"
"Pulverizing Blow Follow-Up","Pulverizing Blow","PHY","Single enemy","Physical","5.20","Earth, Dark, NE","0.01","One single attack (5.20) capped at 99999, 100% hit rate, grants [Instant Cast 1] to the user","Y","Lowest HP% enemy","0","Spellblade","30547042"
"Righteous Fist Mode","Ice Cluster","PHY","Single enemy","Physical","6.12","Ice, NE","0.01","Six single attacks (1.02 each), 100% hit rate, grants [Physical Blink 3]","Y","Lowest HP% enemy","0","Monk","30548427"
"Chilling Lash Follow-Up","Chilling Lash","NAT","Single enemy","","","","0.01","Causes [Imperil Ice 10% (15s)] and [DEF, RES and MND -70% (8s)], removes positive effects","Y","Lowest HP% enemy","0","Black Magic","30541425"
"Greased Trigger Mode","Critical Enfilade","PHY","Single enemy","Physical","6.00","Lightning, NE","0.01","Twelve single ranged attacks (0.50 each), 50/75/100% additional critical chance if the user dealt 0/72001/240001 damage during the status, 100% hit rate, removes [Greased Trigger Mode] from the user","Y","Lowest HP% enemy","0","Machinist","30549253"
"Rugged Bond Mode","Safety Strike","PHY","Single enemy","Physical","0.82","Wind, NE","0.01","Two single ranged jump attacks (0.41 each), causes [Imperil Wind 10% (15s)], grants [40% Damage Reduction Barrier 1] to all allies","Y","Lowest HP% enemy","0","Dragoon","30548319"
"Unmatched Fury Mode","Dawning Ignorance","PHY","Single enemy","Physical","4.02","Fire, NE","0.01","Six single attacks (0.67 each), 25% additional critical chance, grants [Stoneskin: 100%] to the user, 100% hit rate","Y","Lowest HP% enemy","0","Samurai","30549218"
"Triple Raining Arrows Follow-Up","Fire Shield","PHY","Single enemy","Physical","0.80","Fire, Ice, Water, NE","0.01","Two single ranged attacks (0.40 each), grants [40% Damage Reduction Barrier 1] to all allies, 100% hit rate","Y","Lowest HP% enemy","0","Sharpshooter","30549371"
"Triple Raining Arrows Follow-Up","Freeze Arrow","PHY","Single enemy","Physical","0.80","Fire, Ice, Water, NE","0.01","Two single ranged attacks (0.40 each), grants [Buff Ice 10% (15s)] to all allies every second cast, 100% hit rate","Y","Lowest HP% enemy","0","Sharpshooter","30549372"
"Triple Raining Arrows Follow-Up","Rain Shot","PHY","Single enemy","Physical","0.80","Fire, Ice, Water, NE","0.01","Two single ranged attacks (0.40 each), causes [Imperil Water 10% (15s)] every second cast, 100% hit rate","Y","Lowest HP% enemy","0","Sharpshooter","30549373"
"Lance Flurry Follow-Up","Lance Flurry","PHY","Single enemy","Physical","2.40","Earth, Dark, NE","0.01","Randomly deals 4/5/6 (30/40/30%) single attacks (0.40 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","31540022"
"Heavy Debuff Shot Follow-Up","Heavy Debuff Shot","NAT","Single enemy","","","","0.01","Causes [DEF, RES and MND -50% (8s)]","Y","Lowest HP% enemy","0","Machinist","31540146"
"Plasma Snipe Mode","Infinite Waltz","PHY","Single enemy","Physical","6.00","Lightning, NE","0.01","Twelve single ranged attacks (0.50 each), 100% hit rate, removes [Plasma Snipe Mode] from the user","Y","Lowest HP% enemy","0","Machinist","31540771"
"Hit & Charge Follow-Up","Hit & Charge (Fire)","PHY","Single enemy","Physical","2.96","Fire, Ice, Water, NE","0.01","Four single ranged attacks (0.74 each), causes [Debuff Ice 10% (15s)], grants [Fire Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","0","Sharpshooter","31540870"
"Hit & Charge Follow-Up","Hit & Charge (Ice)","PHY","Single enemy","Physical","2.96","Fire, Ice, Water, NE","0.01","Four single ranged attacks (0.74 each), causes [Debuff Wind 10% (15s)], grants [Ice Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","0","Sharpshooter","31540871"
"Hit & Charge Follow-Up","Hit & Charge (Water)","PHY","Single enemy","Physical","2.96","Fire, Ice, Water, NE","0.01","Four single ranged attacks (0.74 each), causes [Debuff Fire 10% (15s)], grants [Water Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","0","Sharpshooter","31540872"
"Awoken Grand Mace","Gaia Charge","PHY","Single enemy","Physical","4.26","Earth, Wind, NE","0.01","Six single attacks (0.71 each), 100% hit rate, grants [Heavy Charge +1] to the user","Y","Lowest HP% enemy","0","Heavy","31540898"
"Ninja Slice Mode","Callous Blade","PHY","Single enemy","Physical","3.52","Fire, NE","0.01","One single attack (3.52) capped at 99999, 100% additional critical chance, damages the user for 35%/25%/15%/5% max HP scaling with uses, 100% hit rate","Y","Lowest HP% enemy","0","Samurai","31541016"
"Cross Spiral Follow-Up","Cross Spiral","PHY","Single enemy","Physical","0.82","Wind, NE","0.01","Two single ranged jump attacks (0.41 each), 100% hit rate, causes [Imperil Wind 10% (15s)], grants [Wind Ability +30% Boost 1]/[Wind Ability +50% Boost 1] to the user after casting Cross Spiral 1/2+ times","Y","Lowest HP% enemy","0","Dragoon","31541189"
"Dual Awoken Fire Mode I: Ace","Dual Fira RF","BLK","Single enemy","Magical","8.40","Fire, NE","0.01","Two single attacks (4.20 each), grants [Buff Fire 10% (15s)] to the user every 3n+2 uses, grants [Instant Cast 1] to the user every 3n+3 uses","Y","Lowest HP% enemy","0","Black Magic","31541349"
"Dual Awoken Fire Mode II: Ace","Dual Fira SHG","BLK","Single enemy","Magical","10.56","Fire, NE","0.01","Eight single attacks (1.32 each)","Y","Lowest HP% enemy","0","Black Magic","31541350"
"Dual Awoken Earth Mode II (Machina)","Dual Assault Rapier","PHY","Single enemy","Physical","2.88","Earth, Dark, NE","0.01","Six single attacks (0.48 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","31541360"
"Focal Sword Follow-Up","Focal Sword","PHY","Single enemy","Physical","1.96","Earth, Dark, NE","0.01","Four single attacks (0.49 each), 100% hit rate","Y","Lowest HP% enemy","0","Spellblade","31520056"
"Dual Awoken Sharpshooter Mode II (Trey)","Dual Arrow Force","NAT","Single enemy","","","","0.01","Causes [Imperil Fire 10% (15s)], [Imperil Water 10% (15s)] and [Imperil Ice 10% (15s)]","Y","Lowest HP% enemy","0","Sharpshooter","31541423"
"Dual Awoken Sharpshooter Mode II (Trey)","Dual Tri-Shot","PHY","Single enemy","Physical","7.80","Fire, Ice, Water, NE","0.01","Ten single ranged attacks (0.78 each), 100% hit rate","Y","Lowest HP% enemy","0","Sharpshooter","31541424"
"Tri-Element Arrow Follow-Up","Tri-Element Arrow","PHY","Single enemy","Physical","1.24","Fire, Ice, Water, NE","0.01","Four single ranged attacks (0.31 each)","Y","Lowest HP% enemy","0","Sharpshooter","31541430"
"Dual Awoken Samurai Mode II (Jack)","Dual Carmine Blade","PHY","Single enemy","Physical","8.90","Fire, NE","0.01","Two single attacks (4.45 each), ignores DEF, grants [10% Damage Reduction Barrier 1] to the user","Y","Lowest HP% enemy","0","Samurai","31541488"
"Dual Awoken Darkness Mode II (Sice)","Dual Nemesis Force","PHY","Single enemy","Physical","2.64","Dark, NE","0.01","One single attack (2.64) capped at 99999, 100% hit rate","Y","Lowest HP% enemy","0","Darkness","31541485"
"Awoken Acumen","Energy Bolt","PHY","Single enemy","Physical","4.32","Lightning, Dark, NE","0.01","Six single attacks (0.72 each), 100% additional critical chance, 100% hit rate, grants [Buff Lightning 10% (15s)] to the user every second cast","Y","Lowest HP% enemy","0","Spellblade","31541528"
