"Realm","Character","Img","Name","Tier","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID"
"KH","Riku","","Dark Cannon","AASB","PHY","Single enemy","Physical","9.00","Dark, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Attach Dark], [Awoken Darkness], [Damage Cap +10000] and [Dark Barrage Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","KINGDOM HEARTS II Riku (KH)","ダークカノン【KH】","23250006"
"KH","Roxas","","Triple Swing","Default","PHY","Single enemy","Physical","1.50","-","2.50","Three single attacks (0.50 each)","N","Lowest HP% enemy","250","","","-","3連続振り","23400005"
"KH","Roxas","","Magic Hour","AASB","PHY","Single enemy","Physical","9.00","Holy, Dark, NE","2.50","Fifteen single ranged attacks (0.60 each), grants [Attach Holy], [Awoken Knight], [Damage Cap +10000] and [Dual Hero Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Omega Weapon (KH)","マジックアワー","23400001"
"KH","Roxas","","Black Hole","AOSB","PHY","Single enemy","Physical","19.00","Holy, Dark","2.50","Twenty single ranged attacks (0.55 each), followed by one single ranged attack (8.00) capped at 99999","N","Lowest HP% enemy","750","ATK +10","Damage Up, SB Gauge Down","Twilight Blaze (KH)","イベントホライズン","23400002"
"KH","Roxas","","Keyblade Unleashed","USB","PHY","Single enemy","Physical","7.00","Holy, Dark, NE","2.50","Ten single ranged attacks (0.70 each), grants [Attach Holy] and [EX: Key of Destiny] to the user","N","Lowest HP% enemy","500","ATK +10","","Roxas' Guise (KH)","キーブレード解放","23400003"
"KH","Roxas","","Limit Boost","Glint","PHY","Single enemy","Physical","3.12","Holy, Dark, NE","0.01","Six single ranged attacks (0.52 each), grants [Attach Holy Stacking] and [Attach Holy] to the user","N","Lowest HP% enemy","250","ATK +10","","True Light's Flight (KH)","リミットアップ","23400004"
"KH","Axel","","One-handed Throw","Default","PHY","Single enemy","Physical","1.50","","2.50","One single ranged attack (1.50)","N","Lowest HP% enemy","250","","","-","片手武器投げ","23410005"
"KH","Axel","","Explosion","AASB","NAT","Single enemy","Hybrid","-","Fire, Wind, NE","2.50","Fifteen single ranged hybrid attacks (0.60 or 1.50 each), grants [Attach Fire], [Awoken Fire], [Damage Cap +10000] and [Fiery Tornado Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","Damage Up, Cast Time Down, Extra Usage","Wildfire (KH)","エクスプロージョン","23410001"
"KH","Axel","","Inferno Burst","AOSB","NAT","Single enemy","Hybrid","-","Fire, Wind","2.50","Three single ranged hybrid attacks (8.00 or 26.50 each) capped at 99999","N","Lowest HP% enemy","750","ATK +5, MAG +5","Damage Up, SB Gauge Down","Eternal Flames (KH)","バーストインフェルノ","23410002"
"KH","Axel","","Wild Dance","USB","NAT","Single enemy","Hybrid","-","Fire, Wind, NE","2.50","Ten single ranged hybrid attacks (0.70 or 1.68 each), grants [Attach Fire], [Quick Cast 1], [Fire Quick Cycle] and [Firetooth Follow-Up] to the user","N","Lowest HP% enemy","500","ATK +5, MAG +5","","Prominence (KH)","乱舞","23410003"
"KH","Axel","","Fire Wall","Glint","NAT","Single enemy","Hybrid","-","Fire, Wind, NE","0.01","Six single ranged hybrid attacks (0.52 or 1.24 each), grants [Attach Fire Stacking] and [Attach Fire] to the user","N","Lowest HP% enemy","250","ATK +5, MAG +5","","Magma Ocean (KH)","ファイアウォール","23410004"
"Beyond","Reynn","","Blizzard Mirajewel","Default","BLK","Single enemy","Magical","2.00","Ice","2.50","One single attack (2.00)","Y","Lowest HP% enemy","250","","","-","ブリザドのミラストーン","22660003"
"Beyond","Reynn","","Channel Element: Ice","BSB","SUM","All enemies","Magical","11.94","Ice, NE","2.50","Six group attacks (1.99 each), minimum damage 1100, grants [Haste], [Attach Ice] and [Burst Mode] to the user","N","All enemies","500","MAG +10","","Bablizz Mirage (Beyond)","属性ハーモニクス・氷","22660001"
"Beyond","Reynn","","Ramuh Transfiguration","SSB","SUM","Single enemy","Magical","17.28","Lightning, NE","2.50","Eight single attacks (2.16 each), grants [Haste] to all allies","N","Lowest HP% enemy","500","MAG +10","","Farna Dress (Beyond)","ヘンシンカラムウ","22660002"
"Beyond","Reynn","","Double Mirage","USB","SUM","Single enemy","Magical","17.00","Ice, Water","2.50","Ten single attacks (1.70 each), causes [Imperil Ice 20%] for 25 seconds, grants [Deep Freeze Follow-Up] to the user","N","Lowest HP% enemy","500","MAG +10","","Surge Mishiva (Beyond)","ダブルミラージュ","22660004"
"Beyond","Reynn","","Zenith Diamond Dust","ZSB","SUM","Single enemy","Magical","21.35","Ice, NE","2.50","Seven single attacks (3.05 each) capped at 19999, grants [MAG and RES +30% (25s)] to all allies, grants [Attach Ice 3 with Stacking], [Damage Cap +10000], [Zenith Mode], [Zenith Mode: Reynn (Ice)] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Gadget Knife (Beyond)","究極ダイヤモンドダスト","22660005"
"Beyond","Reynn","","Awoken Champions of Ice","DASB","SUM","Single enemy","Magical","21.35","Ice, NE","2.50","Seven single attacks (3.05 each) capped at 19999, grants [MAG and MND +50% (25s)], [Attach Ice with Stacking], [Damage Cap +10000], [Ice Resonance +5% Boost], and [Dual Awoken Ice Mode I (Reynn)] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Shiva Mirage (Beyond)","覚醒セイヴァー・氷","22660006"
"Beyond","Reynn","","Awoken Champions of Ice (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants smart ether 1, [Instant ATB 1], [Dual Awoken Ice Mode II (Reynn)] to the user","N","Self","0","","","Shiva Mirage (Beyond)","覚醒セイヴァー・氷","22660006"
"Beyond","Reynn","","With Wishes in Mind (Engaged)","ADSB","NAT","Single enemy","","","","0.01","Causes [Imperil Ice 20% (15s)], grants [Buff Ice 20% (15s)] to all allies, grants [Arcane Dyad Empowered: Reynn], [With Wishes in Mind Damage Tracker], and [With Wishes in Mind Level] to the user","N","Lowest HP% enemy","0","","Stat Boon","Shivalry Stack (Beyond)","願いを込めて","22660008"
"Beyond","Reynn","","With Wishes in Mind","ADSB","SUM","Single enemy","Magical","66.10","Ice, NE","2.50","Ten single attacks (3.15/3.50 each) capped at 9999/19999, followed by one single attack (34.60/38.06) capped at 99999 at With Wishes in Mind Level 0/1, grants [Instant Cast 1] to all allies, removes Arcane Dyad Empowered: Reynn from the user","N","Lowest HP% enemy","750","","Cast Time Down, SB Gauge Down","Shivalry Stack (Beyond)","願いを込めて","22660008"
"Beyond","Reynn","","Blizzard Impact","SASB","SUM","Single enemy","Magical","22.50","Ice, NE","2.50","Fifteen single attacks (1.50 each), grants [Magical +30% Boost] to all allies, grants [Attach Ice 3 with Stacking], [Damage Cap +10000], and [Synchro Mode] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Orichalcum Dirk (Beyond)","ブリザードインパクト","22660011"
"Beyond","Reynn","","Champions of Ice","AASB","SUM","Single enemy","Magical","22.50","Ice, NE","2.50","Fifteen single attacks (1.50 each), grants [Buff Ice 30% (15s)] to all allies, grants [Attach Ice with Stacking], [Awoken Ice], [Damage Cap +10000], [Instant Cast 2] to the user","N","Lowest HP% enemy","500","MAG +10","Damage Up, Cast Time Down, Extra Usage","Mythril Dagger (Beyond)","セイヴァー・氷","22660012"
"Beyond","Reynn","","Continuous Flash: Reynn (Ice)","Glint++","NAT","All allies","","","","0.01","Grants [Magical +70% Boost 1] to all allies with Attach Ice, grants [200% ATB 1] and [Quick Cast 1] to the user","N","All allies","0","","Ice Damage Up, DRB","Minerva Bustier (Beyond)","連閃・レェン氷","22660013"
"Beyond","Reynn","","Radiant Cross Mirage","CASB","SUM","Single enemy","Magical","21.35","Ice, NE","2.50","Seven single attacks (3.05 each) capped at 19999, grants [Attach Ice with Stacking], [Damage Cap +10000], [Crystal Force Mode] and [Crystal Force Mode: Reynn (Ice)] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Shivver Mirage (Beyond)","耀光クロスミラージュ","22660014"
"Beyond","Reynn","","Bravery: Reynn","OZSB","SUM","Single enemy","Magical","153.20","Ice","2.50","Seven single attacks (8.60/9.30/9.65/10.00 each) capped at 19999/29999/49999/59999, followed by three single piercing attacks (31.00 each) capped at 99999. Multiplier/cap requirements: 0-2/3-4/5+ Ice abilities on allies/5+ Ice abilities on allies and 2+ allies have Attach Ice","N","Lowest HP% enemy","500","","Damage Up, Cast Time Down","Crystal Knife (Beyond)","神威・レェン","22660015"
"Beyond","Lann","","Fire Mirajewel","Default","PHY","Single enemy","Physical","1.50","Fire","2.50","One single attack (1.50)","Y","Lowest HP% enemy","250","","","-","ファイアのミラストーン","22650004"
"Beyond","Lann","","Mega Mirage Zantetsuken","OSB","PHY","Single enemy","Physical","12.60","-","2.50","One single attack (12.60) capped at 99999, 13.60 multiplier if Reynn is alive, causes [Instant KO] (60%)","N","Lowest HP% enemy","500","ATK +10","","Yellow Alpha Arm (Beyond)","メガミラージュ・斬鉄剣","22650001"
"Beyond","Lann","","Channel Element: Fire","BSB","PHY","All enemies","Physical","4.92","Fire, NE","2.50","Six group ranged attacks (0.82 each), grants [Haste], [Attach Fire] and [Burst Mode] to the user","N","All enemies","500","ATK +10","","Fritt Mirage (Beyond)","属性ハーモニクス・炎","22650002"
"Beyond","Lann","","Revenge Blast","SSB","PHY","Random enemies","Physical","6.40","-","0.01","Eight random attacks (0.80 each), ATK increases as HP decrease, causes [Stun] (100%)","N","Random enemies","500","ATK +10","","Farna Coat (Beyond)","リベンジブラスト","22650003"
"Beyond","Lann","","Atomic Impact","USB","PHY","Single enemy","Physical","7.10","Fire, NE","2.50","Ten single ranged attacks (0.71 each), grants [Attach Fire], [Stoneskin: 100%] and [Surge Mode] to the user","N","Lowest HP% enemy","500","ATK +10","","Surge Affrite (Beyond)","アトミックインパクト","22650005"
"Beyond","Lann","","Crimson Punch","AASB","PHY","Single enemy","Physical","9.00","Fire, NE","2.50","Fifteen single attacks (0.60 each), grants [Attach Fire], [Awoken Fire], [Damage Cap +10000], [Stoneskin: 100%] and [Gleed Surge Mode] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Gleed Mirage (Beyond)","クリムゾンパンチ","22650006"
"Beyond","Morrow","","Internal Harmony","Default","NAT","Self","","","","2.50","[ATK +35%] for 25 seconds","N","Self","250","","","-","同調","22830004"
"Beyond","Morrow","","Swift Chain","USB","PHY","Single enemy","Physical","6.48","-","2.50","Eight single attacks (0.81 each), [ATK and DEF -50%] for 25 seconds, grants [EX: Timeless] to the user","N","Lowest HP% enemy","500","ATK +10","","Timeless Sword (Beyond)","スイフトチェイン","22830001"
"Beyond","Morrow","","Chrono Break","BSB","PHY","Random enemies","Physical","7.00","-","2.50","Seven random attacks (1.00 each), [MAG and MND -50%] for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","Random enemies","500","ATK +10","","Sevens Sword (Beyond)","クロノブレイク","22830002"
"Beyond","Morrow","","Divine Knight","SSB","NAT","All allies","","","","2.50","[ATK and MAG +30%] for 25 seconds, grants [Protect]","N","All allies","500","ATK +10","","Agart Glove (Beyond)","ディバインナイト","22830003"
"Beyond","Aemo","","Timeless Song","Default","WHT","Self","","","","2.50","Grants [Haste] and [Low Regen]","N","Self","250","","","-","タイムレスソング","22840004"
"Beyond","Aemo","","Photon Barrage","USB","WHT","All allies","","","","2.50","Restores HP (85), grants [HP Stock (2000)] and [Astra]","N","All allies","500","MND +10","","Prism Rod (Beyond)","フォトンパラージ","22840001"
"Beyond","Aemo","","Reprogram","BSB","WHT","All allies","","","","2.50","Restores HP (55), [ATK and MND +30%] for 25 seconds, grants [Haste] and [Burst Mode] to the user","N","All allies","500","MND +10","","Misty Rod (Beyond)","リプログラミング","22840002"
"Beyond","Aemo","","Angel Feathers","SSB","WHT","All allies","","","","2.50","Restores HP (85), grants [Haste]","N","All allies","500","MND +10","","Elheim's Barette (Beyond)","エンジェルフェザー","22840003"
"Beyond","Wrieg","","Magic Sweets","Default","NAT","Self","","","","2.50","Smart ether 1","N","Self","250","","","-","マジックスイーツ","22850003"
"Beyond","Wrieg","","Force Blaster","BSB","PHY","All enemies","Physical","4.98","Earth, NE","2.50","Six group ranged jump attacks (0.83 each), grants [Haste], [Attach Earth] and [Burst Mode] to the user","N","All enemies","500","ATK +10","","Gae Bolg (Beyond)","バスターフォース","22850001"
"Beyond","Wrieg","","Impact Leap","SSB","PHY","All enemies","Physical","5.60","Earth, NE","2.50","Five group ranged attacks (1.12 each), grants [No Air Time 3] to the user","N","All enemies","500","ATK +10","","Heimdall's Lance (Beyond)","インパクトリープ","22850002"
"Beyond","Tama","","Mind Madrigal","Default","NAT","All allies","","","","2.50","[RES +30%] for 25 seconds","N","All allies","250","","","-","精神の歌","23290003"
"Beyond","Tama","","World Parade","USB","WHT","All allies","","","","0.01","Restores HP (85), grants [Last Stand] and [Reraise: 40%]","N","All allies","500","MND +10","","Faerie Tail (Beyond)","ワールド・パレード","23290001"
"Beyond","Tama","","Petal Pummel","BSB","WHT","Single enemy","Magical","16.00","Holy, Fire","2.50","Eight single attacks (2.00 each), grants [Holy Radiant Shield: 75%] to all allies, grants [Haste] and [Burst Mode] to the user","N","Lowest HP% enemy","500","MND +10","","Princess's Crown (Beyond)","十花繚乱","23290002"
"Beyond","Tama","","Surging Challenge","AASB","WHT","All allies","","","","0.01","Restores HP (105), grants [Holy Radiant Shield: 75%], grants [Attach Holy] and [Awoken 2P] to the user","N","All allies","500","MND +10","Heal Boost, Stat Boon, Extra Usage","Magic Rod (Beyond)","ノセノセチャレンジ","23290004"
"Beyond","Tama","","Miracle Challenge","AASB","WHT","All allies","","","","0.01","Grants [HP Stock (3000)], [Haste] and [ATK, DEF, MAG and RES +30% (25s)], grants [Awoken Miracle] and [Tama's Guidance] to the user","N","All allies","500","MND +10","Stat Boon, Damage Reduction Barrier, Extra Usage","Hypno Crown (Beyond)","ミラクルチャレンジ","23290005"
"Beyond","Tama","","Sky Dream","USB","WHT","All allies","","","","0.01","Grants [Astra], [Regenga] and [High Quick Cast 1], grants [Sky Dream] to the user","N","All allies","500","MND +10","","White Robe (Beyond)","スカイドリーム","23290006"
"Beyond","Tama","","Zenith Bubbly Challenge","ZSB","WHT","All allies","","","","0.01","Restores HP (55) capped at 19999, grants [Protect], grants [Shell], grants [Haste], [Last Stand], [High Quick Cast 3] and [Natural Cure: Tama] to all allies, grants [Damage Cap +10000], [Zenith Mode] and [Zenith Mode: Tama (Heal)] to the user","N","All allies","500","","Heal Boost, DRB","Wonder Wand (Beyond)","究極アゲアゲチャレンジ","23290007"
"Beyond","Tama","","Awoken World Parade","DASB","WHT","All allies","","","","0.01","Restores HP (105) and grants [Haste] to all allies, grants [Dual Awoken Miracle Mode I (Tama)], [Damage Cap +10000] and [White Magic Healing Resonance Boost +5%] to the user","N","All allies","500","","Heal Boost, DRB","Rod of Wisdom (Beyond)","覚醒ワールド・パレード","23290008"
"Beyond","Tama","","Awoken World Parade (Dual Shift)","DASB","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Miracle Mode II (Tama)] to the user","N","Self","0","","","Rod of Wisdom (Beyond)","覚醒ワールド・パレード","23290008"
"Beyond","Tama","","Woven Time","SASB","WHT","All allies","","","","0.01","Restores HP (105), grants [Last Stand], [Haste], [ATK and MAG +30%, DEF and RES +25% (25s)] to all allies, grants [Synchro Mode] and [Damage Cap +10000] to the user","N","All allies","500","","Heal Boost, Stat Boon","Stardust Rod (Beyond)","新たな時紡ぎ","23290010"
"Beyond","Enna Kros","","Grymoire's Grace","Default","NAT","Self","","","","2.50","Smart ether 1","N","Self","250","","","-","グリモワルの加護","23280005"
"Beyond","Enna Kros","","Worldbreaker","AOSB","BLK","Single enemy","Magical","79.50","Earth, Holy","2.50","Three single attacks (26.50 each) capped at 99999","N","Lowest HP% enemy","750","MAG +10","Damage Up, SB Gauge Down","Babyhemoth Mirage (Beyond)","破界","23280001"
"Beyond","Enna Kros","","Break Time","USB","BLK","Single enemy","Magical","17.00","Earth, Holy","2.50","Ten single attacks (1.70 each), grants [Attach Earth], [Black Magic Quick Cast] and [Sweet Coffee Follow-Up] to the user","N","Lowest HP% enemy","500","MAG +10","","Chocochick Mirage (Beyond)","ブレイクタイム","23280002"
"Beyond","Enna Kros","","The World's Rules","Glint","NAT","Self","","","","0.01","Grants [Buff Earth 20% (15s)] and [High Quick Cast 2]","N","Self","250","MAG +10","","Copper Gnome Mirage (Beyond)","世界のルール","23280003"
