"Common Name","Effects","Default Duration","MND Modifier","Exclusive Status","ID"
"100% Critical 1","Critical chance =100%, lasts for 1 turn","-","-","-","6034"
"ATK and MND +50% (25s)","ATK and MND +50%","25","-","-","6035"
"50% Critical (15s)","Critical chance =50%","15","-","-","6036"
"100% Critical (15s)","Critical chance =100%","15","-","-","6037"
"ATK, MAG and MND +30%","ATK, MAG and MND +30%","25","-","-","6038"
"DEF -15%, RES -15% and MND +50%","DEF and RES -15%, MND +50%","25","-","-","6039"
"DEF +X%","DEF +X%","-","-","All other ""DEF""","604"
"DEF +10% (8s)","DEF +10%","8","-","All other ""DEF""","604000"
"DEF +20% (8s)","DEF +20%","8","-","All other ""DEF""","604010"
"DEF +30% (8s)","DEF +30%","8","-","All other ""DEF""","604020"
"DEF +40% (8s)","DEF +40%","8","-","All other ""DEF""","604030"
"ATK +30%, DEF and RES -30% (8s)","ATK +30%, DEF and RES -30%","8","-","-","6040"
"MAG +50%, RES -50% (25s)","MAG +50%, RES -50%","25","-","-","6041"
"50% Critical (25s)","Critical chance=50%","25","-","-","6042"
"60% Critical (15s)","Critical chance=60%","15","-","-","6043"
"80% Critical (15s)","Critical chance=80%","15","-","-","6044"
"ATK +30%, DEF +25% (25s)","ATK +30%, DEF +25%","25","-","-","6045"
"100% Critical 3","Critical chance =100%, lasts for 3 turns","-","-","-","6046"
"ATK +30% and DEF -30% (8s)","ATK +30%, DEF -30%","8","-","-","6047"
"100% Critical (25s) Custom Param","Critical chance =100%","25","-","-","6048"
"ATK +30%, DEF -50% (8s)","ATK +30%, DEF -50%","8","-","-","6049"
"DEF +100% (25s)","DEF +100%","25","-","All other ""DEF""","604053"
"DEF -30% (8s)","DEF -30%","8","-","All other ""DEF""","604120"
"DEF -50% (8s)","DEF -50%","8","-","All other ""DEF""","604130"
"ATK and ACC +X%","ATK and ACC +X%","-","-","-","605"
"ATK and MAG -15%, DEF -70% (25s)","ATK and MAG -15%, DEF -70%","25","-","-","6050"
"MAG +30%, RES +25% (25s)","MAG +30%, RES +25%","25","-","-","6051"
"ATK and MAG +30%, DEF +25% (25s)","ATK and MAG +30%, DEF +25%","25","-","All other ""ATK, DEF and MAG""","6052"
"ATK and MAG +30%, DEF and RES +25% (25s)","ATK and MAG +30%, DEF and RES +25%","25","-","All other ""ATK, MAG, DEF and RES""","6053"
"ATK and MND +30%, DEF and RES +25% (25s)","ATK and MND +30%, DEF and RES +25%","25","-","All other ""ATK, DEF, RES and MND""","6054"
"MAG and MND +30%, DEF and RES +25% (8s)","MAG and MND +30%, DEF and RES +25%","8","-","All other ""MAG, MND, DEF and RES""","6056"
"MAG and MND +30%, DEF and RES +25% (25s)","MAG and MND +30%, DEF and RES +25%","25","-","All other ""MAG, MND, DEF and RES""","6057"
"MAG and MND +30%, RES +25% (25s)","MAG and MND +30%, RES +25%","25","-","All other ""MAG, MND and RES""","6058"
"EVA +X%","EVA +X%","-","-","-","606"
"ATK +50%, DEF and RES -30% (8s)","ATK +50%, DEF and RES -30%","8","-","All other ""ATK, DEF and RES""","6061"
"ATK and MND +30%, DEF +25% (8s)","ATK and MND +30%, DEF +25%","8","-","All other ""ATK and MND, DEF""","6062"
"100% Critical 5","Critical chance =100%, lasts for 5 turns","-","","-","6063"
"ATK and MND +30%, DEF and RES +25% (8s)","ATK and MND +30%, DEF and RES +25%","8","-","All other ""ATK and MND, DEF and RES""","6064"
"MAG and DEF +50% (25s)","MAG and DEF +50%","25","-","All other ""MAG and DEF""","6066"
"ATK and MAG +30%, DEF and RES +25% (8s)","ATK and MAG +30%, DEF and RES +25%","8","-","All other ""ATK, MAG, DEF and RES""","6067"
"DEF and RES -50% (25s)","DEF and RES -50%","25","-","All other ""DEF and RES""","6068"
"ATK, MAG and MND 30%, DEF and RES 25% (25s)","ATK, MAG and MND 30%, DEF and RES 25%","25","-","All other ""ATK, MAG and MND, DEF and RES""","6069"
"RES +X%","RES +X%","-","-","All other ""RES""","607"
"MAG +30%, DEF and RES -15% (8s)","MAG +30%, DEF and RES -15%","8","-","","6075"
"ATK and MND +15%, DEF and RES +25% (8s)","ATK and MND +15%, DEF and RES +25%","8","-","All other ""ATK and MND, DEF and RES""","6076"
"RES +10% (8s)","RES +10%","8","-","All other ""RES""","607000"
"RES +20% (8s)","RES +20%","8","-","All other ""RES""","607010"
"RES +30% (8s)","RES +30%","8","-","All other ""RES""","607020"
"RES +40% (8s)","RES +40%","8","-","All other ""RES""","607030"
"ATK and MAG +50%, MND +15% (8s)","ATK and MAG +50%, MND +15%","8","","","6071"
"RES -30%","RES -30%","15","-","All other ""RES""","607122 "
"RES -50% (8s)","RES -50%","8","-","All other ""RES""","607130"
"RES -50%","RES -50%","15","-","All other ""RES""","607132"
"DEF and RES +X%","DEF and RES +X%","-","-","All other ""DEF and RES""","608"
"DEF and RES +200% (25s)","DEF and RES +200%","25","-","All other ""DEF and RES""","608001"
"DEF and RES -30% (8s)","DEF and RES -30%","8","-","All other ""DEF and RES""","608122"
"DEF and RES -50% (8s)","DEF and RES -50%","8","-","All other ""DEF and RES""","608131"
"DEF and RES -50% (15s)","DEF and RES -50%","15","-","All other ""DEF and RES""","608132"
"ATK, DEF, MAG and RES +X%","ATK, DEF, MAG and RES +X%","-","-","All other ""ATK, DEF, MAG and RES""","609"
"ATK, DEF, MAG and RES +15% (8s)","ATK, DEF, MAG and RES +15%","8","-","All other ""ATK, DEF, MAG and RES""","609011"
"ATK, DEF, MAG and RES +15% (25s)","ATK, DEF, MAG and RES +15%","25","-","All other ""ATK, DEF, MAG and RES""","609013"
"ATK, DEF, MAG and RES +30% (8s)","ATK, DEF, MAG and RES +30%","8","-","All other ""ATK, DEF, MAG and RES""","609020"
"ATK, DEF, MAG and RES +30% (15s)","ATK, DEF, MAG and RES +30%","15","-","All other ""ATK, DEF, MAG and RES""","609022"
"ATK, DEF, MAG and RES +30% (25s)","ATK, DEF, MAG and RES +30%","25","-","All other ""ATK, DEF, MAG and RES""","609023"
"ATK, DEF, MAG and RES -30% (8s)","ATK, DEF, MAG and RES -30%","8","-","All other ""ATK, DEF, MAG and RES""","609120"
"ATK, DEF, MAG and RES -50% (10s)","ATK, DEF, MAG and RES -50%","10","-","All other ""ATK, DEF, MAG and RES""","609121"
"ATK, DEF, MAG and RES -50% (15s)","ATK, DEF, MAG and RES -50%","15","-","All other ""ATK, DEF, MAG and RES""","609122"
"ATK, DEF, MAG and RES -50% (25s)","ATK, DEF, MAG and RES -50%","25","-","All other ""ATK, DEF, MAG and RES""","609123"
"ATK, DEF, MAG and RES -50% (8s)","ATK, DEF, MAG and RES -50%","8","-","All other ""ATK, DEF, MAG and RES""","609124"
"ATK, DEF, MAG and RES -40% (25s)","ATK, DEF, MAG and RES -40%","25","-","All other ""ATK, DEF, MAG and RES""","609143"
"ATK, DEF, MAG and RES -40% (8s)","ATK, DEF, MAG and RES -40%","8","-","All other ""ATK, DEF, MAG and RES""","609144"
"ATK and MAG +X%","ATK and MAG +X%","-","-","All other ""ATK and MAG""","610"
"ATK and MAG +30% (25s)","ATK and MAG +30%","25","-","All other ""ATK and MAG""","610023"
"ATK and MAG +50% (8s)","ATK and MAG +50%","8","-","All other ""ATK and MAG""","610031"
"ATK and MAG +50% (25s)","ATK and MAG +50%","25","-","All other ""ATK and MAG""","610033"
"ATK and MAG +50% (unlimited)","ATK and MAG +50%","-","-","All other ""ATK and MAG""","610039"
"ATK and MAG +150% (unlimited)","ATK and MAG +150%","-","-","All other ""ATK and MAG""","610059"
"ATK and MAG -50% (8s)","ATK and MAG -50%","8","-","All other ""ATK and MAG""","610131"
"ATK and MAG -50% (15s)","ATK and MAG -50%","15","-","All other ""ATK and MAG""","610132"
"ATK and DEF +X%","ATK and DEF +X%","-","-","All other ""ATK and DEF""","611"
"ATK and DEF +30% (8s)","ATK and DEF +30%","8","-","All other ""ATK and DEF""","611020"
"ATK and DEF +30% (25s)","ATK and DEF +30%","25","-","All other ""ATK and DEF""","611130"
"ATK and DEF -50% (8s)","ATK and DEF -50%","8","-","All other ""ATK and DEF""","611131"
"ATK and DEF -50% (15s)","ATK and DEF -50%","15","-","All other ""ATK and DEF""","611132"
"ATK and DEF +50% (25s)","ATK and DEF +50%","25","-","All other ""ATK and DEF""","611133"
"ATK, DEF, MAG, RES, MND, ACC and SPD +X%","ATK, DEF, MAG, RES, MND, ACC and SPD +X%","-","-","-","612"
"SPD +X%","SPD +X%","-","-","-","613"
"Critical Chance X%","Critical chance =X%","-","-","-","614"
"10% Critical (10s)","Critical chance =10%","10","-","-","614017"
"20% Critical (10s)","Critical chance =20%","10","-","-","614018"
"30% Critical (10s)","Critical chance =30%","10","-","-","614019"
"40% Critical (10s)","Critical chance =40%","10","-","-","614020"
"50% Critical (10s)","Critical chance =50%","10","-","-","614021"
"60% Critical (15s)","Critical chance =60%","15","-","-","614022"
"70% Critical (15s)","Critical chance =70%","15","-","-","614023"
"75% Critical (15s)","Critical chance =75%","15","-","-","614024"
"80% Critical (15s)","Critical chance =80%","15","-","-","614025"
"90% Critical (15s)","Critical chance =90%","15","-","-","614026"
"100% Critical (15s)","Critical chance =100%","15","-","-","614027"
"15% Critical (25s)","Critical chance =15%","25","-","-","614028"
"25% Critical (25s)","Critical chance =25%","25","-","-","614029"
"50% Critical (25s)","Critical chance =50%","25","-","-","614030"
"75% Critical (25s)","Critical chance =75%","25","-","-","614031"
"100% Critical (25s)","Critical chance =100%","25","-","-","614032"
"100% Critical 3 (v2)","Critical chance =100%, lasts for 3 turns","-","-","-","614038"
"100% Critical 2","Critical chance =100%, lasts for 2 turns","-","-","-","614039"
"Critical Chance +50% (25s)","Critical chance +50% (additive with other critical chance sources)","25","-","-","614230"
"Critical Chance +50% (15s)","Critical chance +50% (additive with other critical chance sources)","15","-","-","614231"
"Different DEF and RES +X%","DEF and RES +X%","-","-","All other ""DEF and RES""","619"
"DEF and MAG +X%","DEF and MAG +X%","-","-","All other ""DEF and MAG""","620"
"DEF and MAG +30% (25s)","DEF and MAG +30%","25","-","All other ""DEF and MAG""","620023"
"DEF and MAG +50% (25s)","DEF and MAG +50%","25","-","All other ""DEF and MAG""","620033"
"ATK and RES +X%","ATK and RES +X%","-","-","All other ""ATK and RES""","621"
"MAG and RES +X%","MAG and RES +X%","-","-","All other ""MAG and RES""","622"
"MAG and RES +30% (8s)","MAG and RES +30%","8","-","All other ""MAG and RES""","622020"
"MAG and RES +30% (25s)","MAG and RES +30%","25","-","All other ""MAG and RES""","622023"
"MAG and RES +50% (25s)","MAG and RES +50%","25","-","All other ""MAG and RES""","622024"
"MAG and RES -50% (8s)","MAG and RES -50%","8","-","All other ""MAG and RES""","622131"
"MAG and RES -50% (15s)","MAG and RES -50%","15","-","All other ""MAG and RES""","622132"
"MAG and MND +X%","MAG and MND +X%","-","-","All other ""MAG and MND""","623"
"MAG and MND +30% (25s)","MAG and MND +30%","25","-","All other ""MAG and MND""","623023"
"MAG and MND +50% (25s)","MAG and MND +50%","25","-","All other ""MAG and MND""","623032"
"ATK, DEF and MND +X%","ATK, DEF and MND +X%","-","-","All other ""ATK, DEF and MND""","624"
"Status Chance +X%","Increases the chance of inflicting Status by X%","-","-","-","625"
"ATK, DEF, MAG, RES and MND +X%","ATK, DEF, MAG, RES and MND +X%","-","-","All other ""ATK, DEF, MAG, RES and MND""","630"
"ATK, DEF, MAG, RES and MND +10% (25s)","ATK, DEF, MAG, RES and MND +10%","25","-","All other ""ATK, DEF, MAG, RES and MND""","630003"
"ATK, DEF, MAG, RES and MND +20% (25s)","ATK, DEF, MAG, RES and MND +20%","25","-","All other ""ATK, DEF, MAG, RES and MND""","630013"
"ATK, DEF, MAG, RES and MND +30% (25s)","ATK, DEF, MAG, RES and MND +30%","25","-","All other ""ATK, DEF, MAG, RES and MND""","630023"
"ATK, DEF, MAG, RES and MND +40% (25s)","ATK, DEF, MAG, RES and MND +40%","25","-","All other ""ATK, DEF, MAG, RES and MND""","630033"
"ATK, DEF, MAG, RES and MND +50% (25s)","ATK, DEF, MAG, RES and MND +50%","25","-","All other ""ATK, DEF, MAG, RES and MND""","630043"
"ATK, DEF, MAG, RES and MND -30% (15s)","ATK, DEF, MAG, RES and MND -30%","15","-","All other ""ATK, DEF, MAG, RES and MND""","630122"
"ATK, DEF, MAG, RES and MND -50% (8s)","ATK, DEF, MAG, RES and MND -50%","8","-","All other ""ATK, DEF, MAG, RES and MND""","630131"
"ATK, DEF, MAG, RES and MND -50% (15s)","ATK, DEF, MAG, RES and MND -50%","15","-","All other ""ATK, DEF, MAG, RES and MND""","630132"
"ATK, DEF, MAG, RES and MND -50% (25s)","ATK, DEF, MAG, RES and MND -50%","25","-","All other ""ATK, DEF, MAG, RES and MND""","630133"
"RES and MND +X%","RES and MND +X%","-","-","All other ""RES and MND""","631"
"ATK and MND +X%","ATK and MND +X%","-","-","All other ""ATK and MND""","632"
"ATK, DEF and MAG +X%","ATK, DEF and MAG +X%","-","-","All other ""ATK, DEF and MAG""","633"
"ATK, DEF and MAG +30% (25s)","ATK, DEF and MAG +30%","25","-","All other ""ATK, DEF and MAG""","633023"
"ATK, DEF and MAG -70% (8s)","ATK, DEF and MAG -70%","8","-","All other ""ATK, DEF and MAG""","633130"
"ATK, DEF and MAG -50% (8s)","ATK, DEF and MAG -50%","8","-","All other ""ATK, DEF and MAG""","633140"
"ATK, MAG and RES +X%","ATK, MAG and RES +X%","-","-","All other ""ATK, MAG and RES""","634"
"ATK, MAG and RES +30% (25s)","ATK, MAG and RES +30%","25","-","All other ""ATK, MAG and RES""","634023"
"Crushed DEF and RES +X%","DEF and RES +X%","-","-","-","635"
"Swift Steel +X%","ATK +X%","-","-","-","636"
"ATK, DEF and RES +X%","ATK, DEF and RES +X%","-","-","All other ""ATK, DEF and RES""","637"
"ATK, DEF and RES +50% (8s)","ATK, DEF and RES +50%","8","-","All other ""ATK, DEF and RES""","637031"
"ATK, DEF and RES -70% (8s)","ATK, DEF and RES -70%","8","-","All other ""ATK, DEF and RES""","637131"
"ATK, MAG and MND +X%","ATK, MAG and MND +X%","-","-","All other ""ATK, MAG and MND""","638"
"ATK, MAG and MND +30% (25s)","ATK, MAG and MND +30%","25","-","All other ""ATK, MAG and MND""","638023"
"Hymn ATK +X%","ATK +X%","10","-","-","639"
"Hymn MAG +X%","MAG +X%","10","-","-","640"
"Madness +X%","MAG +X%","-","-","-","641"
"MAG, RES and MND +X%","MAG, RES and MND +X%","25","-","All other ""MAG, RES and MND""","642"
"MAG, RES and MND +30% (25s)","MAG, RES and MND +30%","25","-","All other ""MAG, RES and MND""","642023"
"DEF, MAG and RES +X%","DEF, MAG and RES +X%","-","-","All other ""DEF, MAG and RES""","643"
"Hymn MND +X%","MND +X%","10","-","-","644"
"Covering Fire +X%","ATK, DEF, MAG and RES +X%","25","-","-","645"
"DEF, RES and MND +X%","DEF, RES and MND +X%","-","-","All other ""DEF, RES and MND""","646"
"DEF, RES and MND +50% (25s)","DEF, RES and MND +50%","25","-","All other ""DEF, RES and MND""","646033"
"DEF, RES and MND -15% (8s)","DEF, RES and MND -15%","8","-","All other ""DEF, RES and MND""","646111"
"DEF, RES and MND -30% (8s)","DEF, RES and MND -30%","8","-","All other ""DEF, RES and MND""","646121"
"DEF, RES and MND -50% (8s)","DEF, RES and MND -50%","8","-","All other ""DEF, RES and MND""","646131"
"DEF, RES and MND -70% (8s)","DEF, RES and MND -70%","8","-","All other ""DEF, RES and MND""","646141"
"DEF and MND +X%","DEF and MND +X%","-","-","-","647"
"DEF and MND +30% (25s)","DEF and MND +30%","25","-","All other ""DEF and MND""","647023"
"ATK, RES and MND +X%","ATK, RES and MND +X%","-","-","All other ""ATK, RES and MND""","648"
"DEF, MAG and MND +X%","DEF, MAG and MND +X%","-","-","All other ""DEF, MAG and MND""","649"
"ATK, DEF, MAG and MND +X%","ATK, DEF, MAG and MND +X%","-","-","All other ""ATK, DEF, MAG and MND""","650"
"ATK, DEF, RES and MND +X%","ATK, DEF, RES and MND +X%","-","-","All other ""ATK, DEF, RES and MND""","651"
