"Character","Source","Name","Synchro Ability Slot","Synchro Condition","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","Name (JP)","ID","Synchro Condition ID"
"Montblanc","100% Wool","Tail Wag","2","Black Magic, Dancer","NAT","All allies","","","","0.01","Grants [Quick Cast 1] and [40% Damage Reduction Barrier 1], grants Antilaws +1 to the user","N","All allies","70","Dancer","しっぽを振る","31540809","1015"
"Cinque","Meteor Cyclone","Earth Destroyer","1","Earth","PHY","Single enemy","Physical","5.40","Earth, Wind, NE","1.65","Six single attacks (0.90 each), causes [ATK and MAG -50%] for 8 seconds at Heavy Charge 2","Y","Lowest HP% enemy","90","Heavy","アースデストロイ","30549391","103"
"Cinque","Meteor Cyclone","Earth Ravager","2","Earth","PHY","Single enemy","Physical","2.70","Earth, Wind, NE","1.65","Three single attacks (0.90 each), grants [Heavy Charge +1] and [Earth Ability +50% Boost 1] to the user","Y","Lowest HP% enemy","90","Heavy","アースラヴィッジ","30549392","103"
"Cinque","Rock Cyclone","Full Gaia Swing","1","Earth","PHY","Single enemy","Physical","5.40","Earth, Wind, NE","1.65","Three single attacks (1.80 each), grants [Earth Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Heavy","フルアーススイング","31540889","103"
"Cinque","Rock Cyclone","Mace Vortex","2","Earth","PHY","Single enemy","Physical","2.40","Earth, Wind, NE","0.01","One single attack (0.80), grants [Instant Cast 2] to the user","Y","Lowest HP% enemy","60","Heavy","メイスヴォルテックス","31540890","103"
"Rem","Saintly Huntcraft","Dagger Dia","1","Holy","WHT","Single enemy","Magical","18.60","Holy, NE","1.65","Six single attacks (3.10 each)","Y","Lowest HP% enemy","90","White Magic","ダガーディア","30542258","106"
"Rem","Saintly Huntcraft","Spell Conversion","2","Holy","WHT","Single enemy","Magical","9.30","Holy, NE","1.65","Three single attacks (3.10 each), grants [High Quick Cast 1] to the user","Y","Lowest HP% enemy","90","White Magic","スペルコンバート","30542259","106"
"Ace","Assault Cards","Flare BOM","1","Fire","BLK","Single enemy","Magical","18.60","Fire, NE","1.65","Six single attacks (3.00/3.05/3.10 each) if user has Physical Blink 0/1/2+","Y","Lowest HP% enemy","90","Black Magic","フレアBOM","30541910","100"
"Ace","Assault Cards","Split Cards","2","Fire","NAT","Self","","","","0.01","Grants [Quick Cast 2]  and [Physical Blink 2]","N","Self","90","Black Magic","スプリットカード","30541911","100"
"Ace","Volcano Card","Flame BOM","1","Fire","BLK","Single enemy","Magical","24.40","Fire, NE","1.65","4/6/8 single attacks (3.05 each) scaling with activations","Y","Lowest HP% enemy","90","Black Magic","フレイムBOM","31541316","100"
"Ace","Volcano Card","Rising Cards","2","Fire","NAT","All allies","","","","0.01","Grants [ATK, DEF, MAG and RES +30% (25s)] and [Weakness +50% Boost 1] if the user has Discarded Delinquent level 1, grants [High Quick Cast 1] and [Dualcast Fire 1] to the user if the user has Discarded Delinquent level 0, causes Discarded Delinquent -1 to the user","N","All allies","70","Black Magic","ライズカード","31541317","100"
"Machina","Power of Fear","Impact Drill","1","Earth","PHY","Single enemy","Physical","5.40","Earth, Dark, NE","1.65","Six single attacks (0.90 each), grants [Earth Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Spellblade","インパクトドリル","31540020","103"
"Machina","Power of Fear","Drill Lance","2","Earth","PHY","Single enemy","Physical","5.40","Earth, Dark, NE","1.65","Six single attacks (0.90 each), grants [High Quick Cast 1] to the user","Y","Lowest HP% enemy","90","Spellblade","ドリルスラスト","31540021","103"
"Machina","Siphon Sword","Drill Rush","1","Spellblade","PHY","Single enemy","Physical","5.70","Earth, Dark, NE","1.65","Six single attacks (0.85/0.95 each) if the user hasn't/has [Thirst for Power Mode]","Y","Lowest HP% enemy","90","Spellblade","ラッシュドリル","31541339","4"
"Machina","Siphon Sword","Vorpal Drive","2","Spellblade","PHY","Single enemy","Physical","6.00","Earth, Dark, NE","1.65","One single attack (6.00) capped at 99999, grants [Thirst for Power Mode] if the user has AG Down level 1, causes AG Down -1 to the user","Y","Lowest HP% enemy","90","Spellblade","ヴォーパルドライブ","31541340","4"
"Deuce","Vital Symphony","Set Tone Cluster","1","Bard, White Magic","WHT","All allies","","","","1.65","Restores HP (25), grants Tone Cluster +1 (max 3)","N","All allies","100","White Magic","音塊配置","31540139","1005"
"Deuce","Vital Symphony","Concerto MP","2","Bard","NAT","All allies","","","","0.01","Grants [Stoneskin: 10%]/[Stoneskin: 20%]/[Stoneskin: 30%]/[Stoneskin: 50%] if the user has Tone Cluster 0/1/2/3, removes all Tone Cluster from the user","N","All allies","70","Bard","コンチェルトmp","31540140","14"
"Cater","Tri-Color Snipe Mode","Explosive Shell","1","Machinist","PHY","Single enemy","Physical","5.40","Fire, Ice, Lightning, NE","1.65","Six single ranged attacks (0.90 each), grants [Machinist +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Machinist","爆発弾","31540142","16"
"Cater","Tri-Color Snipe Mode","Land Mine","2","Machinist","PHY","Single enemy","Physical","6.00","Fire, Ice, Lightning, NE","1.65","One single ranged attack (6.00) capped at 99999, causes [Imperil Fire 30% (5s)], [Imperil Ice 30% (5s)] and [Imperil Lightning 30% (5s)], 100% additional critical chance if user has Magicite > 0, causes Magicite -1 to the user","Y","Lowest HP% enemy","90","Machinist","地雷弾","31540143","16"
"Cater","Trine Blast Shot","Full Charge Shot","1","Machinist","PHY","Single enemy","Physical","5.40","Fire, Ice, Lightning, NE","1.65","Six single ranged attacks (0.90 each), 100% additional critical chance, grants [Quick Cast 1] to the user","Y","Lowest HP% enemy","90","Machinist","フルチャージショット","31541824","16"
"Cater","Trine Blast Shot","Tricky Barrage","2","Machinist","PHY","Single enemy","Physical","6.00","Fire, Ice, Lightning, NE","1.65","One single ranged attack (6.00) capped at 99999, causes [Imperil Fire 10% (5s)], [Imperil Ice 10% (5s)] and [Imperil Lightning 10% (5s)]","Y","Lowest HP% enemy","90","Machinist","トリッキーバレット","31541825","16"
"Seven","Icicle Strike","Blizzaga BOM","1","Ice","BLK","Single enemy","Magical","18.30","Ice, NE","1.65","Six single attacks (3.05 each), causes [Imperil Ice 10% (5s)]","Y","Lowest HP% enemy","90","Black Magic","ブリザガBOM","31540334","101"
"Seven","Icicle Strike","Icicle Prison","2","Ice","NAT","Self","","","","0.01","Grants [Dualcast Ice 1] and [Ice Ability +50% Boost 1]","N","Self","70","Black Magic","アイシクルプリズン","31540335","101"
"Queen","Devastate","Demonblade Flash","1","Lightning","PHY","Single enemy","Physical","5.40","Lightning, Dark, NE","1.65","Six single attacks (0.90 each)","Y","Lowest HP% enemy","90","Spellblade","羅刹の剣閃","31540468","102"
"Queen","Devastate","Two-Faced Blessing","2","Lightning","NAT","Self","","","","0.01","Grants [Quick Cast 1] if the user has Lucid Power 0, grants [Lightning Ability +50% Boost 3], [Instant Cast 3] and [Damage Cap +10000 3] if the user has Lucid Power 1, causes Lucid Power -1","N","Self","70","Spellblade","双面の加護","31540469","102"
"Queen","Mana Demesne","Fiendish Cutter","1","Lightning","PHY","Single enemy","Physical","5.40","Lightning, Dark, NE","1.65","Six single attacks (0.90 each), grants [Lightning Ability +30% Boost 1] to the user","N","Lowest HP% enemy","90","Spellblade","羅刹の斬撃","31542557","102"
"Queen","Mana Demesne","Fiendish Eruption","2","Lightning","PHY","Single enemy","Physical","6.00","Lightning, Dark, NE","1.65","One single attack (6.00) capped at 99999, grants [Lightning Ability +30% Boost 1] to the user","N","Lowest HP% enemy","90","Spellblade","羅刹の一閃","31542558","102"
"King","Endless Snipe","Royal Munitions","1","Lightning","PHY","Single enemy","Physical","1.80","Lightning, NE","1.65","2/4/6 single ranged attacks (0.90 each) scaling with activations","Y","Lowest HP% enemy","90","Machinist","キングスバレット","31540769","102"
"King","Endless Snipe","Quick Motion","2","Lightning","NAT","Self","","","","0.01","Grants [Quick Cast 2], grants [Lightning Ability +30% Boost 2] if the user has Silent Shooter level 1, causes Silent Shooter -1","N","Self","70","Machinist","クイックモーション","31540770","102"
"Trey","Grand Delta","Tri-Shot","1","Sharpshooter","PHY","Single enemy","Physical","5.40","Fire, Ice, Water, NE","1.65","Six single ranged attacks (0.90 each)","Y","Lowest HP% enemy","90","Sharpshooter","トライショット","31540868","19"
"Trey","Grand Delta","Arrow Force","2","Sharpshooter","PHY","Single enemy","Physical","0.90","Fire, Ice, Water, NE","1.65","One single ranged attack (0.90), grants [Quick Cast 2] and [100% Critical 2] to the user","Y","Lowest HP% enemy","90","Sharpshooter","アローフォース","31540869","19"
"Sice","Doomshadow Scythe","Reaper's Zone","1","Dark","PHY","Single enemy","Physical","5.40","Dark, NE","1.65","Six single attacks (0.90 each), grants [Dark Ability +30% Boost 1] and Festering Grudge +1 to the user","Y","Lowest HP% enemy","90","Darkness","ネメシスゾーン","31540893","107"
"Sice","Doomshadow Scythe","Evil Nebula","2","Dark","PHY","Single enemy","Physical","5.34","Dark, NE","0.83","One single attack (5.34) capped at 99999, heals the user for 20% of the damage dealt if the user has Festering Grudge level 1, grants [High Quick Cast 2] if the user has Festering Grudge level 1, causes Festering Grudge -1 to the user","Y","Lowest HP% enemy","90","Darkness","イービルネビュラ","31540894","107"
"Eight","Ice Burst Fist","Ice Explosion","1","Ice","PHY","Single enemy","Physical","5.70","Ice, NE","1.65","Six single attacks (0.86/0.89/0.92/0.95 each) scaling with activations, 25%/50%/75%/100% additional critical chance scaling with activations","Y","Lowest HP% enemy","90","Monk","氷爆の型","31540885","101"
"Eight","Ice Burst Fist","Sleet Supremacy","2","Ice","PHY","Single enemy","Physical","6.00","Ice, NE","1.65","One single attack (6.00) capped at 99999, sets the user's HP to 1 if the user has Ice Frenzy level 1, grants [Instant Cast 1] if the user has Ice Frenzy level 1, causes Ice Frenzy -1 to the user","Y","Lowest HP% enemy","90","Monk","氷雪の陣","31540886","101"
"Jack","Piercing Gleam","Lightspeed Blade","1","Fire","PHY","Single enemy","Physical","7.20","Fire, NE","1.65","4/8 single attacks (0.90 each), 50%/100% additional critical chance if the user has Reckless Might level 0/1+, grants [Damage Cap +10000 1] to the user if the user has Reckless Might level 1+, causes Reckless Might -1 to the user","Y","Lowest HP% enemy","90","Samurai","太刀一閃","31541014","100"
"Jack","Piercing Gleam","Do-or-Die Stance","2","Fire","NAT","Self","","","","0.01","Grants [ATK +30%, DEF -50% (8s)], [Samurai +30% Boost 2] and Reckless Might +2","N","Self","70","Samurai","背水の構え","31541015","100"
"Nine","Spiral Jump","Storm Jump","1","Wind","PHY","Single enemy","Physical","6.30","Wind, NE","1.65","Seven single ranged jump attacks (0.90 each), air time (2.50 sec.)","Y","Lowest HP% enemy","90","Dragoon","ストームジャンプ","31541186","104"
"Nine","Spiral Jump","Cruel Pierce","2","Wind","PHY","Single enemy","Physical","6.00","Wind, NE","1.65","One single ranged jump attack (6.00) capped at 99999, grants [Quick Cast 3] to the user","Y","Lowest HP% enemy","90","Dragoon","オーバーピアス","31541187","104"
"Kurasame","Sub-zero Ice Crush","Sheer Cold","1","Ice, Dark","NAT","Single enemy","Hybrid","-","Ice, Dark, NE","1.65","4/6/8 single hybrid attacks (0.90 or 3.05 each) scaling with activations, grants [(Dark/Ice) Ability +30% Boost 1] to the user","Y","Lowest HP% enemy","90","Spellblade","絶対氷撃","31542189","2022"
"Kurasame","Sub-zero Ice Crush","Cold Steel","2","Ice, Dark","NAT","Single enemy","Hybrid","-","Ice, Dark, NE","1.65","Four single hybrid attacks (0.85/0.90/0.95 or 2.90/3.05/3.20 each) scaling with activations, causes [Imperil Ice 10% (15s)] and [Imperil Dark 10% (15s)] every second activation","Y","Lowest HP% enemy","90","Spellblade","氷剣凍刃","31542190","2022"
"Reynn","Blizzard Impact","Blizzard Break","1","Ice","SUM","Single enemy","Magical","18.30","Ice, NE","1.65","Six single attacks (3.05 each), causes [Imperil Ice 10% (15s)] and grants smart ether 2 to the user every other activation","Y","Lowest HP% enemy","90","Summoning","ブリザドブレイク","31542957","101"
"Reynn","Blizzard Impact","Quickening Ice","2","Ice","SUM","Single enemy","Magical","9.15","Ice, NE","1.65","Three single attacks (3.05 each), grants [Quick Cast 1] to all allies","Y","Lowest HP% enemy","90","Summoning","アイスクイック","31542958","101"
"Rain","Crimson Nova","Crimson Charge","1","Spellblade","PHY","Single enemy","Physical","5.91","Fire, Earth, NE","1.65","One single attack (5.91) capped at 99999, grants Vagrant Knight Alpha Level +1 to the user","Y","Lowest HP% enemy","90","Spellblade","クリムゾンチャージ","30547213","4"
"Rain","Crimson Nova","Crimson Break","2","Spellblade","PHY","Single enemy","Physical","5.91","Fire, Earth, NE","1.65","One single attack (5.91) capped at 99999, grants Vagrant Knight Beta Level +1 to the user","Y","Lowest HP% enemy","90","Spellblade","クリムゾンブレイク","30547214","4"
"Fina","Eternal Light","Eternal Heal","1","White Magic","WHT","Single ally","","","","0.01","Restores HP (105)","N","Lowest HP% ally","70","White Magic","エタニティヒール","30542561","2"
"Fina","Eternal Light","Eternal Cheer","2","White Magic, Support","WHT","All allies","","","","1.65","Restores HP (25)","N","All allies","100","White Magic","エタニティチアー","30542562","1003"
"Lasswell","Winter's Oblivion","Icemoon Blade","1","Ice","PHY","Single enemy","Physical","5.40","Ice, Wind, NE","1.65","Six single attacks (0.90 each), 100% additional critical chance if user has any retaliate, removes any retaliate from the user","Y","Lowest HP% enemy","90","Samurai","氷月の太刀","30549310","101"
"Lasswell","Winter's Oblivion","Oblivion Stance","2","Ice","PHY","Single enemy","Physical","5.91","Ice, Wind, NE","1.65","One single attack (5.91) capped at 99999, grants [High Retaliate] to the user","Y","Lowest HP% enemy","90","Samurai","無明の構え","30549311","101"
"Enna Kros","The Creator's Rules","Astral Purge","1","Earth","BLK","Single enemy","Magical","18.30","Earth, Holy, NE","1.65","Six single attacks (2.05 each), 3.05 multiplier if exploiting Earth or Holy weakness, grants [Damage Cap +10000 1] to the user","Y","Lowest HP% enemy","90","Black Magic","粛清のエストレラ","31540611","103"
"Enna Kros","The Creator's Rules","Motherland","2","Earth","NAT","Self","","","","0.01","Grants [Earth Ability +50% Boost 3]","N","Self","70","Black Magic","母なる大地","31540612","103"
"Serafie","Mascot Special","Whisperwind","1","Wind","BLK","Single enemy","Magical","18.30","Wind, NE","1.65","Six single attacks (3.05 each), causes [Imperil Wind 10% (5s)]","Y","Lowest HP% enemy","90","Black Magic","かぜのささやき","31540781","104"
"Serafie","Mascot Special","Faerie Lullaby","2","Black Magic, Bard","BLK","Single enemy","Magical","2.70","Wind, NE","0.01","One single attack (2.70), grants [Wind Ability +30% Boost 3] to the user","Y","Lowest HP% enemy","60","Black Magic","妖精の子守歌","31540782","1013"
"Tama","Woven Time","Gentle Mist","1","Black Magic, White Magic","WHT","All allies","","","","1.65","Restores HP (25) to all allies","N","All allies","100","White Magic","やさしい霧","31542597","1024"
